Filename	Scale	Power	Dauers
F106.txt	0.11500000000000003	0.01	798
F107.txt	0.12000000000000004	0.01	943
F108.txt	0.12500000000000003	0.01	932
F109.txt	0.13000000000000003	0.01	922
F110.txt	0.13500000000000004	0.01	912
F111.txt	0.14000000000000004	0.01	902
F112.txt	0.14500000000000005	0.01	891
F113.txt	0.15000000000000005	0.01	880
F114.txt	0.15500000000000005	0.01	1013
F115.txt	0.16000000000000006	0.01	1002
F116.txt	0.16500000000000006	0.01	990
F117.txt	0.17000000000000007	0.01	978
F118.txt	0.17500000000000007	0.01	967
F119.txt	0.18000000000000008	0.01	955
F120.txt	0.18500000000000008	0.01	944
F121.txt	0.19000000000000009	0.01	1063
F122.txt	0.1950000000000001	0.01	1050
F123.txt	0.2	0.01	1038
F124.txt	0.0	0.015	20
F125.txt	0.005	0.015	2790
F126.txt	0.01	0.015	1978
F127.txt	0.015	0.015	2735
F128.txt	0.02	0.015	1172
F129.txt	0.025	0.015	398
F130.txt	0.030000000000000002	0.015	394
F131.txt	0.035	0.015	390
F132.txt	0.04	0.015	386
F133.txt	0.045	0.015	382
F134.txt	0.049999999999999996	0.015	378
F135.txt	0.05499999999999999	0.015	552
F136.txt	0.05999999999999999	0.015	722
F137.txt	0.06499999999999999	0.015	714
F138.txt	0.06999999999999999	0.015	708
F139.txt	0.075	0.015	700
F140.txt	0.08	0.015	692
F141.txt	0.085	0.015	686
F142.txt	0.09000000000000001	0.015	678
F143.txt	0.09500000000000001	0.015	670
F144.txt	0.10000000000000002	0.015	664
F145.txt	0.10500000000000002	0.015	815
F146.txt	0.11000000000000003	0.015	807
F147.txt	0.11500000000000003	0.015	798
F148.txt	0.12000000000000004	0.015	944
F149.txt	0.12500000000000003	0.015	933
F150.txt	0.13000000000000003	0.015	922
F151.txt	0.13500000000000004	0.015	912
F152.txt	0.14000000000000004	0.015	902
F153.txt	0.14500000000000005	0.015	892
F154.txt	0.15000000000000005	0.015	882
F155.txt	0.15500000000000005	0.015	1014
F156.txt	0.16000000000000006	0.015	1002
F157.txt	0.16500000000000006	0.015	990
F158.txt	0.17000000000000007	0.015	979
F159.txt	0.17500000000000007	0.015	967
F160.txt	0.18000000000000008	0.015	956
F161.txt	0.18500000000000008	0.015	944
F162.txt	0.19000000000000009	0.015	1064
F163.txt	0.1950000000000001	0.015	1052
F164.txt	0.2	0.015	1039
F165.txt	0.0	0.02	20
F166.txt	0.005	0.02	2790
F167.txt	0.01	0.02	1978
F168.txt	0.015	0.02	2737
F169.txt	0.02	0.02	1173
F170.txt	0.025	0.02	398
F171.txt	0.030000000000000002	0.02	394
F172.txt	0.035	0.02	390
F173.txt	0.04	0.02	386
F174.txt	0.045	0.02	382
F175.txt	0.049999999999999996	0.02	378
F176.txt	0.05499999999999999	0.02	552
F177.txt	0.05999999999999999	0.02	722
F178.txt	0.06499999999999999	0.02	714
F179.txt	0.06999999999999999	0.02	708
F180.txt	0.075	0.02	700
F181.txt	0.08	0.02	692
F182.txt	0.085	0.02	686
F183.txt	0.09000000000000001	0.02	678
F184.txt	0.09500000000000001	0.02	670
F185.txt	0.10000000000000002	0.02	664
F186.txt	0.10500000000000002	0.02	816
F187.txt	0.11000000000000003	0.02	807
F188.txt	0.11500000000000003	0.02	798
F189.txt	0.12000000000000004	0.02	944
F190.txt	0.12500000000000003	0.02	934
F191.txt	0.13000000000000003	0.02	923
F192.txt	0.13500000000000004	0.02	912
F193.txt	0.14000000000000004	0.02	902
F194.txt	0.14500000000000005	0.02	892
F195.txt	0.15000000000000005	0.02	882
F196.txt	0.15500000000000005	0.02	1014
F197.txt	0.16000000000000006	0.02	1002
F198.txt	0.16500000000000006	0.02	991
F199.txt	0.17000000000000007	0.02	979
F200.txt	0.17500000000000007	0.02	968
F201.txt	0.18000000000000008	0.02	956
F202.txt	0.18500000000000008	0.02	945
F203.txt	0.19000000000000009	0.02	1066
F204.txt	0.1950000000000001	0.02	1053
F205.txt	0.2	0.02	1041
F206.txt	0.0	0.025	20
F207.txt	0.005	0.025	2790
F208.txt	0.01	0.025	1978
F209.txt	0.015	0.025	2737
F210.txt	0.02	0.025	1173
F211.txt	0.025	0.025	398
F212.txt	0.030000000000000002	0.025	394
F213.txt	0.035	0.025	390
F214.txt	0.04	0.025	386
F215.txt	0.045	0.025	382
F216.txt	0.049999999999999996	0.025	378
F217.txt	0.05499999999999999	0.025	552
F218.txt	0.05999999999999999	0.025	722
F219.txt	0.06499999999999999	0.025	714
F220.txt	0.06999999999999999	0.025	708
F221.txt	0.075	0.025	700
F222.txt	0.08	0.025	692
F223.txt	0.085	0.025	686
F224.txt	0.09000000000000001	0.025	678
F225.txt	0.09500000000000001	0.025	670
F226.txt	0.10000000000000002	0.025	664
F227.txt	0.10500000000000002	0.025	816
F228.txt	0.11000000000000003	0.025	807
F229.txt	0.11500000000000003	0.025	798
F230.txt	0.12000000000000004	0.025	944
F231.txt	0.12500000000000003	0.025	934
F232.txt	0.13000000000000003	0.025	924
F233.txt	0.13500000000000004	0.025	913
F234.txt	0.14000000000000004	0.025	902
F235.txt	0.14500000000000005	0.025	892
F236.txt	0.15000000000000005	0.025	882
F237.txt	0.15500000000000005	0.025	1015
F238.txt	0.16000000000000006	0.025	1004
F239.txt	0.16500000000000006	0.025	992
F240.txt	0.17000000000000007	0.025	980
F241.txt	0.17500000000000007	0.025	969
F242.txt	0.18000000000000008	0.025	958
F243.txt	0.18500000000000008	0.025	947
F244.txt	0.19000000000000009	0.025	1068
F245.txt	0.1950000000000001	0.025	1054
F246.txt	0.2	0.025	1042
F247.txt	0.0	0.030000000000000002	20
F248.txt	0.005	0.030000000000000002	2790
F249.txt	0.01	0.030000000000000002	1978
F250.txt	0.015	0.030000000000000002	2737
F251.txt	0.02	0.030000000000000002	1174
F252.txt	0.025	0.030000000000000002	398
F253.txt	0.030000000000000002	0.030000000000000002	394
F254.txt	0.035	0.030000000000000002	390
F255.txt	0.04	0.030000000000000002	386
F256.txt	0.045	0.030000000000000002	382
F257.txt	0.049999999999999996	0.030000000000000002	378
F258.txt	0.05499999999999999	0.030000000000000002	552
F259.txt	0.05999999999999999	0.030000000000000002	722
F260.txt	0.06499999999999999	0.030000000000000002	714
F261.txt	0.06999999999999999	0.030000000000000002	708
F262.txt	0.075	0.030000000000000002	700
F263.txt	0.08	0.030000000000000002	692
F264.txt	0.085	0.030000000000000002	686
F265.txt	0.09000000000000001	0.030000000000000002	678
F266.txt	0.09500000000000001	0.030000000000000002	670
F267.txt	0.10000000000000002	0.030000000000000002	664
F268.txt	0.10500000000000002	0.030000000000000002	816
F269.txt	0.11000000000000003	0.030000000000000002	807
F270.txt	0.11500000000000003	0.030000000000000002	798
F271.txt	0.12000000000000004	0.030000000000000002	944
F272.txt	0.12500000000000003	0.030000000000000002	934
F273.txt	0.13000000000000003	0.030000000000000002	924
F274.txt	0.13500000000000004	0.030000000000000002	914
F275.txt	0.14000000000000004	0.030000000000000002	903
F276.txt	0.14500000000000005	0.030000000000000002	893
F277.txt	0.15000000000000005	0.030000000000000002	882
F278.txt	0.15500000000000005	0.030000000000000002	1017
F279.txt	0.16000000000000006	0.030000000000000002	1005
F280.txt	0.16500000000000006	0.030000000000000002	993
F281.txt	0.17000000000000007	0.030000000000000002	982
F282.txt	0.17500000000000007	0.030000000000000002	970
F283.txt	0.18000000000000008	0.030000000000000002	959
F284.txt	0.18500000000000008	0.030000000000000002	947
F285.txt	0.19000000000000009	0.030000000000000002	1069
F286.txt	0.1950000000000001	0.030000000000000002	1058
F287.txt	0.2	0.030000000000000002	1044
F288.txt	0.0	0.035	20
F289.txt	0.005	0.035	2790
F290.txt	0.01	0.035	1978
F291.txt	0.015	0.035	2738
F292.txt	0.02	0.035	1174
F293.txt	0.025	0.035	398
F294.txt	0.030000000000000002	0.035	394
F295.txt	0.035	0.035	390
F296.txt	0.04	0.035	386
F297.txt	0.045	0.035	382
F298.txt	0.049999999999999996	0.035	378
F299.txt	0.05499999999999999	0.035	552
F300.txt	0.05999999999999999	0.035	722
F301.txt	0.06499999999999999	0.035	714
F302.txt	0.06999999999999999	0.035	708
F303.txt	0.075	0.035	700
F304.txt	0.08	0.035	692
F305.txt	0.085	0.035	686
F306.txt	0.09000000000000001	0.035	678
F307.txt	0.09500000000000001	0.035	671
F308.txt	0.10000000000000002	0.035	664
F309.txt	0.10500000000000002	0.035	817
F310.txt	0.11000000000000003	0.035	808
F311.txt	0.11500000000000003	0.035	798
F312.txt	0.12000000000000004	0.035	945
F313.txt	0.12500000000000003	0.035	934
F314.txt	0.13000000000000003	0.035	924
F315.txt	0.13500000000000004	0.035	914
F316.txt	0.14000000000000004	0.035	904
F317.txt	0.14500000000000005	0.035	893
F318.txt	0.15000000000000005	0.035	883
F319.txt	0.15500000000000005	0.035	1017
F320.txt	0.16000000000000006	0.035	1005
F321.txt	0.16500000000000006	0.035	994
F322.txt	0.17000000000000007	0.035	983
F323.txt	0.17500000000000007	0.035	972
F324.txt	0.18000000000000008	0.035	960
F325.txt	0.18500000000000008	0.035	949
F326.txt	0.19000000000000009	0.035	1072
F327.txt	0.1950000000000001	0.035	1058
F328.txt	0.2	0.035	1046
F329.txt	0.0	0.04	20
F330.txt	0.005	0.04	2790
F331.txt	0.01	0.04	1978
F332.txt	0.015	0.04	2738
F333.txt	0.02	0.04	1175
F334.txt	0.025	0.04	398
F335.txt	0.030000000000000002	0.04	394
F336.txt	0.035	0.04	390
F337.txt	0.04	0.04	386
F338.txt	0.045	0.04	382
F339.txt	0.049999999999999996	0.04	378
F340.txt	0.05499999999999999	0.04	552
F341.txt	0.05999999999999999	0.04	722
F342.txt	0.06499999999999999	0.04	715
F343.txt	0.06999999999999999	0.04	708
F344.txt	0.075	0.04	700
F345.txt	0.08	0.04	692
F346.txt	0.085	0.04	686
F347.txt	0.09000000000000001	0.04	678
F348.txt	0.09500000000000001	0.04	672
F349.txt	0.10000000000000002	0.04	664
F350.txt	0.10500000000000002	0.04	817
F351.txt	0.11000000000000003	0.04	808
F352.txt	0.11500000000000003	0.04	799
F353.txt	0.12000000000000004	0.04	945
F354.txt	0.12500000000000003	0.04	935
F355.txt	0.13000000000000003	0.04	924
F356.txt	0.13500000000000004	0.04	914
F357.txt	0.14000000000000004	0.04	905
F358.txt	0.14500000000000005	0.04	895
F359.txt	0.15000000000000005	0.04	885
F360.txt	0.15500000000000005	0.04	1018
F361.txt	0.16000000000000006	0.04	1007
F362.txt	0.16500000000000006	0.04	995
F363.txt	0.17000000000000007	0.04	984
F364.txt	0.17500000000000007	0.04	973
F365.txt	0.18000000000000008	0.04	961
F366.txt	0.18500000000000008	0.04	950
F367.txt	0.19000000000000009	0.04	1072
F368.txt	0.1950000000000001	0.04	1060
F369.txt	0.2	0.04	1047
F370.txt	0.0	0.045	20
F371.txt	0.005	0.045	2790
F372.txt	0.01	0.045	1978
F373.txt	0.015	0.045	2739
F374.txt	0.02	0.045	1175
F375.txt	0.025	0.045	398
F376.txt	0.030000000000000002	0.045	394
F377.txt	0.035	0.045	390
F378.txt	0.04	0.045	386
F379.txt	0.045	0.045	382
F380.txt	0.049999999999999996	0.045	378
F381.txt	0.05499999999999999	0.045	552
F382.txt	0.05999999999999999	0.045	722
F383.txt	0.06499999999999999	0.045	716
F384.txt	0.06999999999999999	0.045	708
F385.txt	0.075	0.045	700
F386.txt	0.08	0.045	693
F387.txt	0.085	0.045	686
F388.txt	0.09000000000000001	0.045	678
F389.txt	0.09500000000000001	0.045	672
F390.txt	0.10000000000000002	0.045	664
F391.txt	0.10500000000000002	0.045	817
F392.txt	0.11000000000000003	0.045	808
F393.txt	0.11500000000000003	0.045	800
F394.txt	0.12000000000000004	0.045	946
F395.txt	0.12500000000000003	0.045	936
F396.txt	0.13000000000000003	0.045	925
F397.txt	0.13500000000000004	0.045	915
F398.txt	0.14000000000000004	0.045	905
F399.txt	0.14500000000000005	0.045	895
F400.txt	0.15000000000000005	0.045	885
F401.txt	0.15500000000000005	0.045	1020
F402.txt	0.16000000000000006	0.045	1008
F403.txt	0.16500000000000006	0.045	996
F404.txt	0.17000000000000007	0.045	985
F405.txt	0.17500000000000007	0.045	973
F406.txt	0.18000000000000008	0.045	962
F407.txt	0.18500000000000008	0.045	950
F408.txt	0.19000000000000009	0.045	1074
F409.txt	0.1950000000000001	0.045	1061
F410.txt	0.2	0.045	1049
F411.txt	0.0	0.049999999999999996	20
F412.txt	0.005	0.049999999999999996	2790
F413.txt	0.01	0.049999999999999996	1978
F414.txt	0.015	0.049999999999999996	2741
F415.txt	0.02	0.049999999999999996	1176
F416.txt	0.025	0.049999999999999996	398
F417.txt	0.030000000000000002	0.049999999999999996	394
F418.txt	0.035	0.049999999999999996	390
F419.txt	0.04	0.049999999999999996	386
F420.txt	0.045	0.049999999999999996	382
F421.txt	0.049999999999999996	0.049999999999999996	378
F422.txt	0.05499999999999999	0.049999999999999996	552
F423.txt	0.05999999999999999	0.049999999999999996	722
F424.txt	0.06499999999999999	0.049999999999999996	716
F425.txt	0.06999999999999999	0.049999999999999996	708
F426.txt	0.075	0.049999999999999996	700
F427.txt	0.08	0.049999999999999996	693
F428.txt	0.085	0.049999999999999996	686
F429.txt	0.09000000000000001	0.049999999999999996	678
F430.txt	0.09500000000000001	0.049999999999999996	672
F431.txt	0.10000000000000002	0.049999999999999996	664
F432.txt	0.10500000000000002	0.049999999999999996	817
F433.txt	0.11000000000000003	0.049999999999999996	808
F434.txt	0.11500000000000003	0.049999999999999996	800
F435.txt	0.12000000000000004	0.049999999999999996	947
F436.txt	0.12500000000000003	0.049999999999999996	937
F437.txt	0.13000000000000003	0.049999999999999996	926
F438.txt	0.13500000000000004	0.049999999999999996	916
F439.txt	0.14000000000000004	0.049999999999999996	905
F440.txt	0.14500000000000005	0.049999999999999996	895
F441.txt	0.15000000000000005	0.049999999999999996	885
F442.txt	0.15500000000000005	0.049999999999999996	1020
F443.txt	0.16000000000000006	0.049999999999999996	1008
F444.txt	0.16500000000000006	0.049999999999999996	997
F445.txt	0.17000000000000007	0.049999999999999996	985
F446.txt	0.17500000000000007	0.049999999999999996	974
F447.txt	0.18000000000000008	0.049999999999999996	963
F448.txt	0.18500000000000008	0.049999999999999996	952
F449.txt	0.19000000000000009	0.049999999999999996	1075
F450.txt	0.1950000000000001	0.049999999999999996	1063
F451.txt	0.2	0.049999999999999996	1050
F452.txt	0.0	0.05499999999999999	20
F453.txt	0.005	0.05499999999999999	2790
F454.txt	0.01	0.05499999999999999	1978
F455.txt	0.015	0.05499999999999999	2742
F456.txt	0.02	0.05499999999999999	1176
F457.txt	0.025	0.05499999999999999	398
F458.txt	0.030000000000000002	0.05499999999999999	394
F459.txt	0.035	0.05499999999999999	390
F460.txt	0.04	0.05499999999999999	386
F461.txt	0.045	0.05499999999999999	382
F462.txt	0.049999999999999996	0.05499999999999999	378
F463.txt	0.05499999999999999	0.05499999999999999	552
F464.txt	0.05999999999999999	0.05499999999999999	722
F465.txt	0.06499999999999999	0.05499999999999999	716
F466.txt	0.06999999999999999	0.05499999999999999	708
F467.txt	0.075	0.05499999999999999	700
F468.txt	0.08	0.05499999999999999	694
F469.txt	0.085	0.05499999999999999	686
F470.txt	0.09000000000000001	0.05499999999999999	678
F471.txt	0.09500000000000001	0.05499999999999999	672
F472.txt	0.10000000000000002	0.05499999999999999	664
F473.txt	0.10500000000000002	0.05499999999999999	817
F474.txt	0.11000000000000003	0.05499999999999999	808
F475.txt	0.11500000000000003	0.05499999999999999	800
F476.txt	0.12000000000000004	0.05499999999999999	947
F477.txt	0.12500000000000003	0.05499999999999999	937
F478.txt	0.13000000000000003	0.05499999999999999	927
F479.txt	0.13500000000000004	0.05499999999999999	916
F480.txt	0.14000000000000004	0.05499999999999999	906
F481.txt	0.14500000000000005	0.05499999999999999	896
F482.txt	0.15000000000000005	0.05499999999999999	886
F483.txt	0.15500000000000005	0.05499999999999999	1020
F484.txt	0.16000000000000006	0.05499999999999999	1009
F485.txt	0.16500000000000006	0.05499999999999999	998
F486.txt	0.17000000000000007	0.05499999999999999	987
F487.txt	0.17500000000000007	0.05499999999999999	976
F488.txt	0.18000000000000008	0.05499999999999999	965
F489.txt	0.18500000000000008	0.05499999999999999	953
F490.txt	0.19000000000000009	0.05499999999999999	1077
F491.txt	0.1950000000000001	0.05499999999999999	1065
F492.txt	0.2	0.05499999999999999	1052
F493.txt	0.0	0.05999999999999999	20
F494.txt	0.005	0.05999999999999999	2790
F495.txt	0.01	0.05999999999999999	1978
F496.txt	0.015	0.05999999999999999	2743
F497.txt	0.02	0.05999999999999999	1177
F498.txt	0.025	0.05999999999999999	398
F499.txt	0.030000000000000002	0.05999999999999999	394
F500.txt	0.035	0.05999999999999999	390
F501.txt	0.04	0.05999999999999999	386
F502.txt	0.045	0.05999999999999999	382
F503.txt	0.049999999999999996	0.05999999999999999	378
F504.txt	0.05499999999999999	0.05999999999999999	552
F505.txt	0.05999999999999999	0.05999999999999999	722
F506.txt	0.06499999999999999	0.05999999999999999	716
F507.txt	0.06999999999999999	0.05999999999999999	708
F508.txt	0.075	0.05999999999999999	700
F509.txt	0.08	0.05999999999999999	694
F510.txt	0.085	0.05999999999999999	686
F511.txt	0.09000000000000001	0.05999999999999999	678
F512.txt	0.09500000000000001	0.05999999999999999	672
F513.txt	0.10000000000000002	0.05999999999999999	664
F514.txt	0.10500000000000002	0.05999999999999999	817
F515.txt	0.11000000000000003	0.05999999999999999	808
F516.txt	0.11500000000000003	0.05999999999999999	800
F517.txt	0.12000000000000004	0.05999999999999999	947
F518.txt	0.12500000000000003	0.05999999999999999	937
F519.txt	0.13000000000000003	0.05999999999999999	927
F520.txt	0.13500000000000004	0.05999999999999999	917
F521.txt	0.14000000000000004	0.05999999999999999	906
F522.txt	0.14500000000000005	0.05999999999999999	896
F523.txt	0.15000000000000005	0.05999999999999999	886
F524.txt	0.15500000000000005	0.05999999999999999	1023
F525.txt	0.16000000000000006	0.05999999999999999	1011
F526.txt	0.16500000000000006	0.05999999999999999	999
F527.txt	0.17000000000000007	0.05999999999999999	988
F528.txt	0.17500000000000007	0.05999999999999999	976
F529.txt	0.18000000000000008	0.05999999999999999	965
F530.txt	0.18500000000000008	0.05999999999999999	953
F531.txt	0.19000000000000009	0.05999999999999999	1079
F532.txt	0.1950000000000001	0.05999999999999999	1067
F533.txt	0.2	0.05999999999999999	1054
F534.txt	0.0	0.06499999999999999	20
F535.txt	0.005	0.06499999999999999	2790
F536.txt	0.01	0.06499999999999999	1978
F537.txt	0.015	0.06499999999999999	2743
F538.txt	0.02	0.06499999999999999	1177
F539.txt	0.025	0.06499999999999999	398
F540.txt	0.030000000000000002	0.06499999999999999	394
F541.txt	0.035	0.06499999999999999	390
F542.txt	0.04	0.06499999999999999	386
F543.txt	0.045	0.06499999999999999	382
F544.txt	0.049999999999999996	0.06499999999999999	378
F545.txt	0.05499999999999999	0.06499999999999999	552
F546.txt	0.05999999999999999	0.06499999999999999	722
F547.txt	0.06499999999999999	0.06499999999999999	716
F548.txt	0.06999999999999999	0.06499999999999999	708
F549.txt	0.075	0.06499999999999999	700
F550.txt	0.08	0.06499999999999999	694
F551.txt	0.085	0.06499999999999999	686
F552.txt	0.09000000000000001	0.06499999999999999	678
F553.txt	0.09500000000000001	0.06499999999999999	672
F554.txt	0.10000000000000002	0.06499999999999999	664
F555.txt	0.10500000000000002	0.06499999999999999	818
F556.txt	0.11000000000000003	0.06499999999999999	809
F557.txt	0.11500000000000003	0.06499999999999999	800
F558.txt	0.12000000000000004	0.06499999999999999	948
F559.txt	0.12500000000000003	0.06499999999999999	937
F560.txt	0.13000000000000003	0.06499999999999999	927
F561.txt	0.13500000000000004	0.06499999999999999	917
F562.txt	0.14000000000000004	0.06499999999999999	907
F563.txt	0.14500000000000005	0.06499999999999999	897
F564.txt	0.15000000000000005	0.06499999999999999	887
F565.txt	0.15500000000000005	0.06499999999999999	1023
F566.txt	0.16000000000000006	0.06499999999999999	1011
F567.txt	0.16500000000000006	0.06499999999999999	1000
F568.txt	0.17000000000000007	0.06499999999999999	988
F569.txt	0.17500000000000007	0.06499999999999999	977
F570.txt	0.18000000000000008	0.06499999999999999	965
F571.txt	0.18500000000000008	0.06499999999999999	956
F572.txt	0.19000000000000009	0.06499999999999999	1080
F573.txt	0.1950000000000001	0.06499999999999999	1068
F574.txt	0.2	0.06499999999999999	1056
F575.txt	0.0	0.06999999999999999	20
F576.txt	0.005	0.06999999999999999	2790
F577.txt	0.01	0.06999999999999999	1978
F578.txt	0.015	0.06999999999999999	2743
F579.txt	0.02	0.06999999999999999	1177
F580.txt	0.025	0.06999999999999999	398
F581.txt	0.030000000000000002	0.06999999999999999	394
F582.txt	0.035	0.06999999999999999	390
F583.txt	0.04	0.06999999999999999	386
F584.txt	0.045	0.06999999999999999	382
F585.txt	0.049999999999999996	0.06999999999999999	378
F586.txt	0.05499999999999999	0.06999999999999999	552
F587.txt	0.05999999999999999	0.06999999999999999	722
F588.txt	0.06499999999999999	0.06999999999999999	716
F589.txt	0.06999999999999999	0.06999999999999999	708
F590.txt	0.075	0.06999999999999999	700
F591.txt	0.08	0.06999999999999999	694
F592.txt	0.085	0.06999999999999999	686
F593.txt	0.09000000000000001	0.06999999999999999	679
F594.txt	0.09500000000000001	0.06999999999999999	672
F595.txt	0.10000000000000002	0.06999999999999999	664
F596.txt	0.10500000000000002	0.06999999999999999	818
F597.txt	0.11000000000000003	0.06999999999999999	809
F598.txt	0.11500000000000003	0.06999999999999999	800
F599.txt	0.12000000000000004	0.06999999999999999	948
F600.txt	0.12500000000000003	0.06999999999999999	938
F601.txt	0.13000000000000003	0.06999999999999999	927
F602.txt	0.13500000000000004	0.06999999999999999	917
F603.txt	0.14000000000000004	0.06999999999999999	908
F604.txt	0.14500000000000005	0.06999999999999999	898
F605.txt	0.15000000000000005	0.06999999999999999	888
F606.txt	0.15500000000000005	0.06999999999999999	1023
F607.txt	0.16000000000000006	0.06999999999999999	1012
F608.txt	0.16500000000000006	0.06999999999999999	1000
F609.txt	0.17000000000000007	0.06999999999999999	989
F610.txt	0.17500000000000007	0.06999999999999999	979
F611.txt	0.18000000000000008	0.06999999999999999	967
F612.txt	0.18500000000000008	0.06999999999999999	956
F613.txt	0.19000000000000009	0.06999999999999999	1082
F614.txt	0.1950000000000001	0.06999999999999999	1070
F615.txt	0.2	0.06999999999999999	1056
F616.txt	0.0	0.075	20
F617.txt	0.005	0.075	2790
F618.txt	0.01	0.075	1978
F619.txt	0.015	0.075	2745
F620.txt	0.02	0.075	1178
F621.txt	0.025	0.075	398
F622.txt	0.030000000000000002	0.075	394
F623.txt	0.035	0.075	390
F624.txt	0.04	0.075	386
F625.txt	0.045	0.075	382
F626.txt	0.049999999999999996	0.075	378
F627.txt	0.05499999999999999	0.075	552
F628.txt	0.05999999999999999	0.075	723
F629.txt	0.06499999999999999	0.075	716
F630.txt	0.06999999999999999	0.075	708
F631.txt	0.075	0.075	700
F632.txt	0.08	0.075	694
F633.txt	0.085	0.075	686
F634.txt	0.09000000000000001	0.075	679
F635.txt	0.09500000000000001	0.075	672
F636.txt	0.10000000000000002	0.075	664
F637.txt	0.10500000000000002	0.075	818
F638.txt	0.11000000000000003	0.075	810
F639.txt	0.11500000000000003	0.075	800
F640.txt	0.12000000000000004	0.075	949
F641.txt	0.12500000000000003	0.075	938
F642.txt	0.13000000000000003	0.075	928
F643.txt	0.13500000000000004	0.075	919
F644.txt	0.14000000000000004	0.075	909
F645.txt	0.14500000000000005	0.075	898
F646.txt	0.15000000000000005	0.075	889
F647.txt	0.15500000000000005	0.075	1024
F648.txt	0.16000000000000006	0.075	1014
F649.txt	0.16500000000000006	0.075	1002
